"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 03 14:10:36 GMT 2024","Sun Mar 03 14:10:43 GMT 2024","6502","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:11:12 GMT 2024","Sun Mar 03 14:11:19 GMT 2024","7161","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:17:11 GMT 2024","Sun Mar 03 14:17:17 GMT 2024","5669","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 14:15:53 GMT 2024","Sun Mar 03 14:15:58 GMT 2024","5303","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 14:15:20 GMT 2024","Sun Mar 03 14:15:26 GMT 2024","5466","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sun Mar 03 14:10:43 GMT 2024","Sun Mar 03 14:10:50 GMT 2024","7079","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:14:42 GMT 2024","Sun Mar 03 14:14:50 GMT 2024","7325","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sun Mar 03 14:07:36 GMT 2024","Sun Mar 03 14:07:39 GMT 2024","3435","tests","SEO Tests","TestSEO","","","Check Meta Tags",""
"failed","Sun Mar 03 14:14:07 GMT 2024","Sun Mar 03 14:14:15 GMT 2024","8140","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sun Mar 03 14:12:54 GMT 2024","Sun Mar 03 14:13:01 GMT 2024","6902","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sun Mar 03 14:11:20 GMT 2024","Sun Mar 03 14:11:26 GMT 2024","6891","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:13:43 GMT 2024","Sun Mar 03 14:13:50 GMT 2024","7211","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sun Mar 03 14:13:02 GMT 2024","Sun Mar 03 14:13:09 GMT 2024","7473","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sun Mar 03 14:10:58 GMT 2024","Sun Mar 03 14:11:04 GMT 2024","6012","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sun Mar 03 14:11:27 GMT 2024","Sun Mar 03 14:11:33 GMT 2024","5908","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:08:24 GMT 2024","Sun Mar 03 14:08:32 GMT 2024","7150","tests","UI Functional Tests","Search From Inputs ""Cena do"" and ""m2 od""","","","Check Search From Inputs ""Cena do"" and ""m2 od""",""
"failed","Sun Mar 03 14:12:22 GMT 2024","Sun Mar 03 14:12:29 GMT 2024","6649","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:11:04 GMT 2024","Sun Mar 03 14:11:11 GMT 2024","6880","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:18:45 GMT 2024","Sun Mar 03 14:18:50 GMT 2024","5198","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sun Mar 03 14:14:16 GMT 2024","Sun Mar 03 14:14:24 GMT 2024","8594","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sun Mar 03 14:08:32 GMT 2024","Sun Mar 03 14:08:39 GMT 2024","6858","tests","UI Functional Tests","Search From Inputs ""Cena do"" and ""m2 od""","","","Check Search From Inputs ""Cena do"" and ""m2 od""",""
"failed","Sun Mar 03 14:14:34 GMT 2024","Sun Mar 03 14:14:42 GMT 2024","8325","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sun Mar 03 14:10:20 GMT 2024","Sun Mar 03 14:10:28 GMT 2024","7631","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 14:18:37 GMT 2024","Sun Mar 03 14:18:44 GMT 2024","7135","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sun Mar 03 14:15:47 GMT 2024","Sun Mar 03 14:15:53 GMT 2024","5669","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 14:16:05 GMT 2024","Sun Mar 03 14:16:10 GMT 2024","5493","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 14:19:33 GMT 2024","Sun Mar 03 14:19:41 GMT 2024","7293","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
