"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Mar 02 14:43:49 GMT 2024","Sat Mar 02 14:44:00 GMT 2024","11056","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sat Mar 02 14:37:44 GMT 2024","Sat Mar 02 14:37:52 GMT 2024","7846","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 14:45:18 GMT 2024","Sat Mar 02 14:45:28 GMT 2024","9750","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 14:45:42 GMT 2024","Sat Mar 02 14:45:49 GMT 2024","6463","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 14:43:14 GMT 2024","Sat Mar 02 14:43:23 GMT 2024","9450","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 14:47:57 GMT 2024","Sat Mar 02 14:48:03 GMT 2024","6102","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 14:42:53 GMT 2024","Sat Mar 02 14:43:03 GMT 2024","9483","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 14:46:20 GMT 2024","Sat Mar 02 14:46:28 GMT 2024","8621","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 14:46:50 GMT 2024","Sat Mar 02 14:47:00 GMT 2024","10284","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 14:43:42 GMT 2024","Sat Mar 02 14:43:48 GMT 2024","6641","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sat Mar 02 14:38:09 GMT 2024","Sat Mar 02 14:38:16 GMT 2024","7846","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 14:45:49 GMT 2024","Sat Mar 02 14:45:55 GMT 2024","6201","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 14:42:08 GMT 2024","Sat Mar 02 14:42:20 GMT 2024","12202","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 14:40:14 GMT 2024","Sat Mar 02 14:40:20 GMT 2024","6351","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"skipped","Sat Mar 02 14:35:23 GMT 2024","Sat Mar 02 14:35:23 GMT 2024","0","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h3>",""
"passed","Sat Mar 02 14:35:39 GMT 2024","Sat Mar 02 14:35:45 GMT 2024","5866","tests","UI Functional Tests","TestUIHomePage","","","Check Search From",""
"failed","Sat Mar 02 14:48:29 GMT 2024","Sat Mar 02 14:48:38 GMT 2024","9261","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 14:44:18 GMT 2024","Sat Mar 02 14:44:24 GMT 2024","6498","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 14:39:49 GMT 2024","Sat Mar 02 14:39:57 GMT 2024","7502","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 14:39:11 GMT 2024","Sat Mar 02 14:39:19 GMT 2024","7486","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 14:35:06 GMT 2024","Sat Mar 02 14:35:10 GMT 2024","3987","tests","SEO Tests","TestSEO","","","Check Browser Page Title",""
"failed","Sat Mar 02 14:42:21 GMT 2024","Sat Mar 02 14:42:31 GMT 2024","10408","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sat Mar 02 14:41:18 GMT 2024","Sat Mar 02 14:41:26 GMT 2024","7434","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 14:45:28 GMT 2024","Sat Mar 02 14:45:34 GMT 2024","6407","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 14:39:27 GMT 2024","Sat Mar 02 14:39:39 GMT 2024","11311","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 14:48:38 GMT 2024","Sat Mar 02 14:48:48 GMT 2024","9440","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
