"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 06 13:42:07 GMT 2024","Wed Mar 06 13:42:12 GMT 2024","4987","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:50:47 GMT 2024","Wed Mar 06 13:50:53 GMT 2024","5912","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Wed Mar 06 13:44:23 GMT 2024","Wed Mar 06 13:44:31 GMT 2024","7810","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Wed Mar 06 13:36:33 GMT 2024","Wed Mar 06 13:36:37 GMT 2024","3610","tests","SEO Tests","TestSEO","","","Check if external links have an attribute rel=""nofollow""",""
"passed","Wed Mar 06 13:43:49 GMT 2024","Wed Mar 06 13:43:54 GMT 2024","5150","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Wed Mar 06 13:45:39 GMT 2024","Wed Mar 06 13:45:49 GMT 2024","10509","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Wed Mar 06 13:48:16 GMT 2024","Wed Mar 06 13:48:24 GMT 2024","8247","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Wed Mar 06 13:46:29 GMT 2024","Wed Mar 06 13:46:39 GMT 2024","9358","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Wed Mar 06 13:36:37 GMT 2024","Wed Mar 06 13:36:40 GMT 2024","2098","tests","UI Functional Tests","TestUIHomePage","","","Check the Home page is loading",""
"passed","Wed Mar 06 13:37:50 GMT 2024","Wed Mar 06 13:37:53 GMT 2024","3781","tests","UI Functional Tests","TestUIHomePage","","","Check Search Form Inputs ""Cena do"" and ""m2 od""",""
"passed","Wed Mar 06 13:48:36 GMT 2024","Wed Mar 06 13:48:46 GMT 2024","9687","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Wed Mar 06 13:50:15 GMT 2024","Wed Mar 06 13:50:23 GMT 2024","8265","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Wed Mar 06 13:41:39 GMT 2024","Wed Mar 06 13:41:47 GMT 2024","8091","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:43:44 GMT 2024","Wed Mar 06 13:43:49 GMT 2024","4942","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Wed Mar 06 13:50:07 GMT 2024","Wed Mar 06 13:50:14 GMT 2024","7906","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Wed Mar 06 13:45:19 GMT 2024","Wed Mar 06 13:45:26 GMT 2024","7939","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Wed Mar 06 13:37:54 GMT 2024","Wed Mar 06 13:38:01 GMT 2024","7230","tests","UI Functional Tests","TestUIHomePage","","","Check ""Popularni gradovi"" Quick Links",""
"failed","Wed Mar 06 13:42:33 GMT 2024","Wed Mar 06 13:42:42 GMT 2024","8408","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:39:00 GMT 2024","Wed Mar 06 13:39:29 GMT 2024","29034","tests","UI Functional Tests","TestUIHomePage","","","Check ""Premijum oglasi"" Carousel",""
"passed","Wed Mar 06 13:41:16 GMT 2024","Wed Mar 06 13:41:22 GMT 2024","6273","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:43:20 GMT 2024","Wed Mar 06 13:43:28 GMT 2024","7736","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:48:25 GMT 2024","Wed Mar 06 13:48:36 GMT 2024","10743","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Wed Mar 06 13:40:48 GMT 2024","Wed Mar 06 13:40:56 GMT 2024","7952","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:47:17 GMT 2024","Wed Mar 06 13:47:27 GMT 2024","9256","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Wed Mar 06 13:48:05 GMT 2024","Wed Mar 06 13:48:16 GMT 2024","10186","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Wed Mar 06 13:43:29 GMT 2024","Wed Mar 06 13:43:37 GMT 2024","8160","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Wed Mar 06 13:44:43 GMT 2024","Wed Mar 06 13:44:48 GMT 2024","5092","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Wed Mar 06 13:51:28 GMT 2024","Wed Mar 06 13:51:36 GMT 2024","8070","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Wed Mar 06 13:47:08 GMT 2024","Wed Mar 06 13:47:17 GMT 2024","9157","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Wed Mar 06 13:51:37 GMT 2024","Wed Mar 06 13:51:45 GMT 2024","8048","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Wed Mar 06 13:49:33 GMT 2024","Wed Mar 06 13:49:47 GMT 2024","13150","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Wed Mar 06 13:42:02 GMT 2024","Wed Mar 06 13:42:06 GMT 2024","4873","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Wed Mar 06 13:36:14 GMT 2024","Wed Mar 06 13:36:20 GMT 2024","5340","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h2>",""
