"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 03 08:52:23 GMT 2024","Sun Mar 03 08:52:30 GMT 2024","6790","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 08:43:01 GMT 2024","Sun Mar 03 08:43:08 GMT 2024","6715","tests","UI Functional Tests","Search From Inputs ""Cena do"" and ""m2 od""","","","Check Search From Inputs ""Cena do"" and ""m2 od""",""
"failed","Sun Mar 03 08:53:15 GMT 2024","Sun Mar 03 08:53:20 GMT 2024","5358","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Sun Mar 03 08:44:52 GMT 2024","Sun Mar 03 08:44:58 GMT 2024","6131","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 08:53:21 GMT 2024","Sun Mar 03 08:53:26 GMT 2024","5162","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"skipped","Sun Mar 03 08:42:28 GMT 2024","Sun Mar 03 08:42:28 GMT 2024","0","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h3>",""
"failed","Sun Mar 03 08:49:57 GMT 2024","Sun Mar 03 08:50:04 GMT 2024","7363","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 08:53:09 GMT 2024","Sun Mar 03 08:53:14 GMT 2024","5487","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sun Mar 03 08:52:53 GMT 2024","Sun Mar 03 08:53:00 GMT 2024","7033","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Sun Mar 03 08:45:55 GMT 2024","Sun Mar 03 08:46:01 GMT 2024","6524","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
