"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 25 13:43:26 GMT 2024","Sun Feb 25 13:43:42 GMT 2024","16170","tests","Performance Tests","TestPerformance","","","Performance tests for Home page",""
"passed","Sun Feb 25 13:44:03 GMT 2024","Sun Feb 25 13:44:05 GMT 2024","2724","tests","SEO Tests","TestSEO","","","Check Page Header Tag <h1>",""
"failed","Sun Feb 25 13:43:54 GMT 2024","Sun Feb 25 13:44:02 GMT 2024","7590","tests","SEO Tests","TestSEO","","","Check Meta Tags",""
"failed","Sun Feb 25 13:44:19 GMT 2024","Sun Feb 25 13:44:33 GMT 2024","14547","tests","SEO Tests","TestSEO","","","Check if external links have an attribute rel=""nofollow""",""
"passed","Sun Feb 25 13:44:06 GMT 2024","Sun Feb 25 13:44:09 GMT 2024","3418","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h2>",""
"passed","Sun Feb 25 13:43:43 GMT 2024","Sun Feb 25 13:43:46 GMT 2024","2871","tests","SEO Tests","TestSEO","","","Check Browser Page Title",""
"passed","Sun Feb 25 13:41:51 GMT 2024","Sun Feb 25 13:43:26 GMT 2024","94699","tests","UI Functional Tests","TestHomePage","","","Check Footer Links",""
"passed","Sun Feb 25 13:41:47 GMT 2024","Sun Feb 25 13:41:51 GMT 2024","3785","tests","UI Functional Tests","TestHomePage","","","Check the Home page is loading",""
"failed","Sun Feb 25 13:44:10 GMT 2024","Sun Feb 25 13:44:18 GMT 2024","8121","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h3>",""
