"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 09:29:43 GMT 2024","Thu Feb 29 09:29:46 GMT 2024","2571","tests","SEO Tests","TestSEO","","","Check Meta Tags",""
"failed","Thu Feb 29 09:33:04 GMT 2024","Thu Feb 29 09:33:13 GMT 2024","9088","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:32:14 GMT 2024","Thu Feb 29 09:32:23 GMT 2024","9188","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:31:32 GMT 2024","Thu Feb 29 09:31:42 GMT 2024","10181","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 09:33:44 GMT 2024","Thu Feb 29 09:35:17 GMT 2024","92414","tests","UI Functional Tests","TestUIHomePage","","","Check Footer Links",""
"skipped","Thu Feb 29 09:29:53 GMT 2024","Thu Feb 29 09:29:53 GMT 2024","0","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h3>",""
"failed","Thu Feb 29 09:30:32 GMT 2024","Thu Feb 29 09:30:41 GMT 2024","9392","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:33:25 GMT 2024","Thu Feb 29 09:33:34 GMT 2024","9549","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"broken","Thu Feb 29 09:29:34 GMT 2024","Thu Feb 29 09:29:34 GMT 2024","5","tests","Performance Tests","TestPerformance","","","Performance tests for Home page",""
"failed","Thu Feb 29 09:30:22 GMT 2024","Thu Feb 29 09:30:31 GMT 2024","9361","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:33:14 GMT 2024","Thu Feb 29 09:33:24 GMT 2024","10573","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:33:35 GMT 2024","Thu Feb 29 09:33:44 GMT 2024","9191","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:29:54 GMT 2024","Thu Feb 29 09:29:59 GMT 2024","4684","tests","SEO Tests","TestSEO","","","Check if external links have an attribute rel=""nofollow""",""
"failed","Thu Feb 29 09:30:42 GMT 2024","Thu Feb 29 09:30:51 GMT 2024","9206","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:30:12 GMT 2024","Thu Feb 29 09:30:21 GMT 2024","9618","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:31:11 GMT 2024","Thu Feb 29 09:31:22 GMT 2024","11340","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:32:02 GMT 2024","Thu Feb 29 09:32:13 GMT 2024","10771","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:30:52 GMT 2024","Thu Feb 29 09:31:01 GMT 2024","9065","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:30:03 GMT 2024","Thu Feb 29 09:30:11 GMT 2024","8652","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:31:23 GMT 2024","Thu Feb 29 09:31:31 GMT 2024","8827","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:32:34 GMT 2024","Thu Feb 29 09:32:43 GMT 2024","9008","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:32:54 GMT 2024","Thu Feb 29 09:33:03 GMT 2024","9587","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 09:29:59 GMT 2024","Thu Feb 29 09:30:02 GMT 2024","2850","tests","UI Functional Tests","TestUIHomePage","","","Check the Home page is loading",""
"failed","Thu Feb 29 09:32:23 GMT 2024","Thu Feb 29 09:32:34 GMT 2024","10133","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 09:29:50 GMT 2024","Thu Feb 29 09:29:53 GMT 2024","3617","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h2>",""
"failed","Thu Feb 29 09:31:01 GMT 2024","Thu Feb 29 09:31:10 GMT 2024","8843","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 09:29:46 GMT 2024","Thu Feb 29 09:29:49 GMT 2024","2817","tests","SEO Tests","TestSEO","","","Check Page Header Tag <h1>",""
"failed","Thu Feb 29 09:32:44 GMT 2024","Thu Feb 29 09:32:53 GMT 2024","9491","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:31:52 GMT 2024","Thu Feb 29 09:32:02 GMT 2024","9263","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 09:31:43 GMT 2024","Thu Feb 29 09:31:52 GMT 2024","9143","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 09:29:37 GMT 2024","Thu Feb 29 09:29:42 GMT 2024","5129","tests","SEO Tests","TestSEO","","","Check Browser Page Title",""
