"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 29 10:41:11 GMT 2024","Thu Feb 29 10:41:21 GMT 2024","9716","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:40:49 GMT 2024","Thu Feb 29 10:41:00 GMT 2024","11405","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:37:35 GMT 2024","Thu Feb 29 10:37:39 GMT 2024","3206","tests","SEO Tests","TestSEO","","","Check Meta Tags",""
"failed","Thu Feb 29 10:40:19 GMT 2024","Thu Feb 29 10:40:29 GMT 2024","9535","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:40:29 GMT 2024","Thu Feb 29 10:40:38 GMT 2024","9024","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:37:08 GMT 2024","Thu Feb 29 10:37:31 GMT 2024","23645","tests","Performance Tests","TestPerformance","","","Performance tests for Home page",""
"failed","Thu Feb 29 10:41:21 GMT 2024","Thu Feb 29 10:41:33 GMT 2024","11267","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:37:56 GMT 2024","Thu Feb 29 10:38:04 GMT 2024","7836","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:41:01 GMT 2024","Thu Feb 29 10:41:11 GMT 2024","9519","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:39:48 GMT 2024","Thu Feb 29 10:39:58 GMT 2024","9461","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:40:39 GMT 2024","Thu Feb 29 10:40:48 GMT 2024","9571","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:15 GMT 2024","Thu Feb 29 10:38:28 GMT 2024","12563","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:59 GMT 2024","Thu Feb 29 10:39:08 GMT 2024","8588","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:41:43 GMT 2024","Thu Feb 29 10:43:15 GMT 2024","92187","tests","UI Functional Tests","TestUIHomePage","","","Check Footer Links",""
"failed","Thu Feb 29 10:38:49 GMT 2024","Thu Feb 29 10:38:59 GMT 2024","10009","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:39:38 GMT 2024","Thu Feb 29 10:39:48 GMT 2024","9888","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:39:28 GMT 2024","Thu Feb 29 10:39:37 GMT 2024","9678","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:40:09 GMT 2024","Thu Feb 29 10:40:19 GMT 2024","9783","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:37:52 GMT 2024","Thu Feb 29 10:37:56 GMT 2024","3234","tests","UI Functional Tests","TestUIHomePage","","","Check the Home page is loading",""
"failed","Thu Feb 29 10:41:33 GMT 2024","Thu Feb 29 10:41:43 GMT 2024","9567","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"skipped","Thu Feb 29 10:37:46 GMT 2024","Thu Feb 29 10:37:46 GMT 2024","0","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h3>",""
"failed","Thu Feb 29 10:39:18 GMT 2024","Thu Feb 29 10:39:27 GMT 2024","9043","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:05 GMT 2024","Thu Feb 29 10:38:14 GMT 2024","9959","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:38 GMT 2024","Thu Feb 29 10:38:48 GMT 2024","9727","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:28 GMT 2024","Thu Feb 29 10:38:38 GMT 2024","9661","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:37:47 GMT 2024","Thu Feb 29 10:37:52 GMT 2024","5099","tests","SEO Tests","TestSEO","","","Check if external links have an attribute rel=""nofollow""",""
"failed","Thu Feb 29 10:39:08 GMT 2024","Thu Feb 29 10:39:18 GMT 2024","9108","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:37:32 GMT 2024","Thu Feb 29 10:37:35 GMT 2024","3138","tests","SEO Tests","TestSEO","","","Check Browser Page Title",""
"passed","Thu Feb 29 10:37:43 GMT 2024","Thu Feb 29 10:37:46 GMT 2024","3206","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h2>",""
"passed","Thu Feb 29 10:37:39 GMT 2024","Thu Feb 29 10:37:42 GMT 2024","2955","tests","SEO Tests","TestSEO","","","Check Page Header Tag <h1>",""
"failed","Thu Feb 29 10:39:58 GMT 2024","Thu Feb 29 10:40:08 GMT 2024","9832","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
