"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 29 10:35:20 GMT 2024","Thu Feb 29 10:35:28 GMT 2024","7866","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h2>",""
"failed","Thu Feb 29 10:36:38 GMT 2024","Thu Feb 29 10:36:47 GMT 2024","8928","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:36:06 GMT 2024","Thu Feb 29 10:36:15 GMT 2024","9106","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:35:37 GMT 2024","Thu Feb 29 10:35:46 GMT 2024","8873","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:35:29 GMT 2024","Thu Feb 29 10:35:33 GMT 2024","4266","tests","SEO Tests","TestSEO","","","Check if external links have an attribute rel=""nofollow""",""
"failed","Thu Feb 29 10:38:35 GMT 2024","Thu Feb 29 10:38:44 GMT 2024","9087","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:37:16 GMT 2024","Thu Feb 29 10:37:25 GMT 2024","9657","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:35:17 GMT 2024","Thu Feb 29 10:35:20 GMT 2024","2874","tests","SEO Tests","TestSEO","","","Check Page Header Tag <h1>",""
"failed","Thu Feb 29 10:38:54 GMT 2024","Thu Feb 29 10:39:03 GMT 2024","9229","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:05 GMT 2024","Thu Feb 29 10:38:14 GMT 2024","9210","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:38:15 GMT 2024","Thu Feb 29 10:38:25 GMT 2024","9907","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:35:46 GMT 2024","Thu Feb 29 10:35:56 GMT 2024","9312","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"failed","Thu Feb 29 10:36:56 GMT 2024","Thu Feb 29 10:37:05 GMT 2024","8745","tests","UI Functional Tests","TestUIHomePage","","","Check Menu ""Prodaja"" Navigation",""
"passed","Thu Feb 29 10:35:34 GMT 2024","Thu Feb 29 10:35:36 GMT 2024","2807","tests","UI Functional Tests","TestUIHomePage","","","Check the Home page is loading",""
