"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 18:44:50 GMT 2024","Wed Feb 21 18:44:53 GMT 2024","2849","tests","Smoke","TestHomePage","","","Check the Home page is loading",""
"passed","Wed Feb 21 18:44:53 GMT 2024","Wed Feb 21 18:46:11 GMT 2024","78060","tests","Smoke","TestHomePage","","","Check Footer Links",""
"passed","Wed Feb 21 18:46:11 GMT 2024","Wed Feb 21 18:46:26 GMT 2024","14273","tests","Smoke","TestPerformance","","","Performance tests for Home page",""
