"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 05 09:49:47 GMT 2024","Tue Mar 05 09:49:53 GMT 2024","5853","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Tue Mar 05 09:51:21 GMT 2024","Tue Mar 05 09:51:27 GMT 2024","5742","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Tue Mar 05 09:43:53 GMT 2024","Tue Mar 05 09:43:56 GMT 2024","2689","tests","SEO Tests","TestSEO","","","Check Meta Tags",""
"failed","Tue Mar 05 09:44:54 GMT 2024","Tue Mar 05 09:45:01 GMT 2024","6536","tests","UI Functional Tests","TestUIHomePage","","","Check Search Form Inputs ""Cena do"" and ""m2 od""",""
"failed","Tue Mar 05 09:56:47 GMT 2024","Tue Mar 05 09:56:57 GMT 2024","9506","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Tue Mar 05 09:54:59 GMT 2024","Tue Mar 05 09:55:07 GMT 2024","8626","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Tue Mar 05 09:43:29 GMT 2024","Tue Mar 05 09:43:49 GMT 2024","20110","tests","Performance Tests","TestPerformance","","","Performance tests for Home page",""
"passed","Tue Mar 05 09:50:00 GMT 2024","Tue Mar 05 09:50:05 GMT 2024","5460","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Tue Mar 05 09:49:25 GMT 2024","Tue Mar 05 09:49:33 GMT 2024","8443","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Tue Mar 05 09:48:40 GMT 2024","Tue Mar 05 09:48:46 GMT 2024","5620","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Tue Mar 05 09:43:50 GMT 2024","Tue Mar 05 09:43:52 GMT 2024","2622","tests","SEO Tests","TestSEO","","","Check Browser Page Title",""
"passed","Tue Mar 05 09:44:41 GMT 2024","Tue Mar 05 09:44:46 GMT 2024","4463","tests","UI Functional Tests","TestUIHomePage","","","Check Search Form Inputs ""Cena do"" and ""m2 od""",""
"passed","Tue Mar 05 09:43:56 GMT 2024","Tue Mar 05 09:43:59 GMT 2024","2869","tests","SEO Tests","TestSEO","","","Check Page Header Tag <h1>",""
"failed","Tue Mar 05 09:58:17 GMT 2024","Tue Mar 05 09:58:26 GMT 2024","8480","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
