"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Mar 02 07:39:24 GMT 2024","Sat Mar 02 07:39:33 GMT 2024","8677","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Sat Mar 02 07:32:51 GMT 2024","Sat Mar 02 07:32:57 GMT 2024","6058","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 07:33:57 GMT 2024","Sat Mar 02 07:34:04 GMT 2024","7132","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sat Mar 02 07:32:18 GMT 2024","Sat Mar 02 07:32:24 GMT 2024","6142","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:37:47 GMT 2024","Sat Mar 02 07:37:53 GMT 2024","5163","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 07:29:02 GMT 2024","Sat Mar 02 07:29:05 GMT 2024","3184","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h2>",""
"passed","Sat Mar 02 07:28:29 GMT 2024","Sat Mar 02 07:28:51 GMT 2024","21854","tests","Performance Tests","TestPerformance","","","Performance tests for Home page",""
"failed","Sat Mar 02 07:38:05 GMT 2024","Sat Mar 02 07:38:10 GMT 2024","5177","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 07:33:31 GMT 2024","Sat Mar 02 07:33:37 GMT 2024","6010","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:33:21 GMT 2024","Sat Mar 02 07:33:30 GMT 2024","8729","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:40:18 GMT 2024","Sat Mar 02 07:40:27 GMT 2024","8797","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:31:32 GMT 2024","Sat Mar 02 07:31:41 GMT 2024","8833","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 07:30:49 GMT 2024","Sat Mar 02 07:30:56 GMT 2024","7016","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:37:03 GMT 2024","Sat Mar 02 07:37:08 GMT 2024","5120","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 07:33:16 GMT 2024","Sat Mar 02 07:33:21 GMT 2024","5138","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:34:05 GMT 2024","Sat Mar 02 07:34:14 GMT 2024","8805","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sat Mar 02 07:33:37 GMT 2024","Sat Mar 02 07:33:44 GMT 2024","6832","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:40:37 GMT 2024","Sat Mar 02 07:40:46 GMT 2024","9169","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:29:06 GMT 2024","Sat Mar 02 07:29:11 GMT 2024","5233","tests","SEO Tests","TestSEO","","","Check if external links have an attribute rel=""nofollow""",""
"passed","Sat Mar 02 07:31:17 GMT 2024","Sat Mar 02 07:31:22 GMT 2024","5765","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 07:32:57 GMT 2024","Sat Mar 02 07:33:03 GMT 2024","6174","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 07:31:10 GMT 2024","Sat Mar 02 07:31:16 GMT 2024","6194","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:33:04 GMT 2024","Sat Mar 02 07:33:09 GMT 2024","5149","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:38:11 GMT 2024","Sat Mar 02 07:38:17 GMT 2024","5933","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 07:31:58 GMT 2024","Sat Mar 02 07:32:04 GMT 2024","6448","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:36:06 GMT 2024","Sat Mar 02 07:36:11 GMT 2024","4682","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"skipped","Sat Mar 02 07:29:05 GMT 2024","Sat Mar 02 07:29:05 GMT 2024","0","tests","SEO Tests","TestSEO","","","Check Page Header Tags <h3>",""
"failed","Sat Mar 02 07:39:15 GMT 2024","Sat Mar 02 07:39:24 GMT 2024","8749","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:31:23 GMT 2024","Sat Mar 02 07:31:32 GMT 2024","8815","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:30:39 GMT 2024","Sat Mar 02 07:30:49 GMT 2024","9140","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 07:39:34 GMT 2024","Sat Mar 02 07:39:42 GMT 2024","8775","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:34:23 GMT 2024","Sat Mar 02 07:34:32 GMT 2024","8940","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:34:44 GMT 2024","Sat Mar 02 07:34:53 GMT 2024","9707","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:39:43 GMT 2024","Sat Mar 02 07:39:48 GMT 2024","4779","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:38:43 GMT 2024","Sat Mar 02 07:38:53 GMT 2024","9680","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 07:28:55 GMT 2024","Sat Mar 02 07:28:58 GMT 2024","2889","tests","SEO Tests","TestSEO","","","Check Meta Tags",""
"failed","Sat Mar 02 07:36:12 GMT 2024","Sat Mar 02 07:36:20 GMT 2024","8484","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:36:52 GMT 2024","Sat Mar 02 07:36:57 GMT 2024","4947","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 07:40:28 GMT 2024","Sat Mar 02 07:40:37 GMT 2024","8821","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:39:54 GMT 2024","Sat Mar 02 07:39:59 GMT 2024","5123","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sat Mar 02 07:38:54 GMT 2024","Sat Mar 02 07:38:59 GMT 2024","5585","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 07:36:30 GMT 2024","Sat Mar 02 07:36:35 GMT 2024","5140","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 07:31:51 GMT 2024","Sat Mar 02 07:31:57 GMT 2024","6207","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sat Mar 02 07:33:51 GMT 2024","Sat Mar 02 07:33:57 GMT 2024","5544","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sat Mar 02 07:36:36 GMT 2024","Sat Mar 02 07:36:41 GMT 2024","5283","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 07:32:25 GMT 2024","Sat Mar 02 07:32:34 GMT 2024","8916","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
