"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Mar 02 15:05:49 GMT 2024","Sat Mar 02 15:05:57 GMT 2024","8188","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sat Mar 02 15:05:37 GMT 2024","Sat Mar 02 15:05:43 GMT 2024","5240","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sat Mar 02 14:59:14 GMT 2024","Sat Mar 02 14:59:20 GMT 2024","6144","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 15:34:04 GMT 2024","Sat Mar 02 15:34:14 GMT 2024","9516","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Sat Mar 02 14:57:27 GMT 2024","Sat Mar 02 14:58:48 GMT 2024","81002","tests","UI Functional Tests","TestUIHomePage","","","Check Footer Links",""
"failed","Sat Mar 02 14:57:19 GMT 2024","Sat Mar 02 14:57:27 GMT 2024","8034","tests","UI Functional Tests","TestUIHomePage","","","Check Search From",""
"passed","Sat Mar 02 15:00:05 GMT 2024","Sat Mar 02 15:00:12 GMT 2024","7568","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sat Mar 02 15:32:59 GMT 2024","Sat Mar 02 15:33:08 GMT 2024","8721","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"passed","Sat Mar 02 14:56:56 GMT 2024","Sat Mar 02 14:56:58 GMT 2024","2960","tests","SEO Tests","TestSEO","","","Check Page Header Tag <h1>",""
"broken","Sat Mar 02 15:24:01 GMT 2024","Sat Mar 02 15:29:32 GMT 2024","331173","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
