"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 03 19:11:40 GMT 2024","Sun Mar 03 19:11:48 GMT 2024","8260","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"failed","Sun Mar 03 19:17:35 GMT 2024","Sun Mar 03 19:17:41 GMT 2024","5753","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 19:19:08 GMT 2024","Sun Mar 03 19:19:15 GMT 2024","7477","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"passed","Sun Mar 03 19:01:41 GMT 2024","Sun Mar 03 19:01:49 GMT 2024","7986","tests","UI Functional Tests","Search Form Inputs ""Cena do"" and ""m2 od""","","","Check Search Form Inputs ""Cena do"" and ""m2 od""",""
"failed","Sun Mar 03 19:21:52 GMT 2024","Sun Mar 03 19:21:58 GMT 2024","5411","tests","UI Functional Tests","Menu Navigation: ""Oglašavanje""","","","Check Menu Navigation: ""Oglašavanje""",""
"failed","Sun Mar 03 19:16:29 GMT 2024","Sun Mar 03 19:16:35 GMT 2024","5938","tests","UI Functional Tests","Menu Navigation: ""Novogradnja""","","","Check Menu Navigation: ""Novogradnja""",""
"failed","Sun Mar 03 19:08:22 GMT 2024","Sun Mar 03 19:08:31 GMT 2024","8923","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"passed","Sun Mar 03 19:09:05 GMT 2024","Sun Mar 03 19:09:12 GMT 2024","6801","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
"failed","Sun Mar 03 19:09:59 GMT 2024","Sun Mar 03 19:10:06 GMT 2024","6889","tests","UI Functional Tests","Menu Navigation: ""Izdavanje""","","","Check Menu Navigation: ""Izdavanje""",""
"passed","Sun Mar 03 19:08:07 GMT 2024","Sun Mar 03 19:08:14 GMT 2024","6770","tests","UI Functional Tests","Menu Navigation: ""Prodaja""","","","Check Menu Navigation: ""Prodaja""",""
